src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.20.48.101,104.93.25.153,45272,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:11,3950742.244720459,227.04594337904436,3.290520918536875,1.5187019624016347,1.7718189561352404,6,7,426,471,93.0,54.0,71.0,17.72004514666935,93.0,60.0,67.28571428571429,12.197356689220893,93,54,69.0,15.114944209673368,228.46153846153845,120,140,20,3,329228.5203933716,3943730.115890503,87.26119995117188,1089813.8590619692,3950363.874435425,3943862.199783325,122.54714965820312,790072.774887085,1576895.8921162714,3949918.9853668213,3943817.377090454,186.920166015625,658319.8308944702,1469319.9157794584,0,0,0,0,1,0,0,0,0,0,0,1.1666666666666667,69.0,65535,64239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.28571428571429,0,6,7,426,471
172.20.48.101,104.93.25.123,46290,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:12,3911668.300628662,200.17034672243565,2.812099379242391,1.2782269905647232,1.533872388677668,5,6,372,411,93.0,54.0,74.4,17.533967035442952,93.0,60.0,68.5,12.776932339180638,93,54,71.18181818181819,15.408487518355129,237.42148760330576,100,120,20,3,391166.8300628662,3902123.212814331,51.021575927734375,1170320.617495568,3911301.374435425,3902505.1593780518,156.16416931152344,977825.3436088562,1688567.3490902246,3911137.580871582,3902210.7124328613,51.021575927734375,782227.5161743164,1559993.736984705,0,0,0,0,1,0,0,0,0,0,0,1.2,71.18181818181819,65535,64239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,68.5,0,5,6,372,411
172.20.48.101,151.101.65.91,32958,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:12,32886.98196411133,9547.850889530078,121.62867375197553,60.81433687598776,60.81433687598776,2,2,154,160,100.0,54.0,77.0,23.0,100.0,60.0,80.0,20.0,100,54,78.5,21.6043977004683,466.75,40,40,20,1,10962.327321370443,32221.79412841797,118.01719665527344,15033.734063969689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,78.5,65535,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,80.0,0,2,2,154,160
172.20.48.101,142.251.222.202,34574,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:12,23797634.601593018,42.020983040602694,0.5882937625684377,0.29414688128421884,0.29414688128421884,7,7,480,520,93.0,54.0,68.57142857142857,17.450805489859142,127.0,60.0,74.28571428571429,24.346981541950566,127,54,71.42857142857143,21.373261953445766,456.81632653061234,140,140,20,3,1830587.2770456166,23784650.802612305,23.126602172851562,6337592.553806522,23797634.601593018,23784753.561019897,105.61943054199219,3966272.4335988364,8863094.63270377,23797027.111053467,23784680.604934692,167.1314239501953,3966171.1851755776,8863107.184258077,0,0,0,0,1,0,0,0,0,0,0,1.0,71.42857142857143,65535,64239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,5685.585766732562,68.57142857142857,74.28571428571429,0,7,7,480,520
172.20.48.101,34.49.51.44,55984,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:12,18863.439559936523,15903.780381450726,212.05040508600968,106.02520254300484,106.02520254300484,2,2,147,153,93.0,54.0,73.5,19.5,93.0,60.0,76.5,16.5,93,54,75.0,18.12456896039186,328.5,40,40,20,1,6287.813186645508,18245.697021484375,89.88380432128906,8457.391042372778,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,75.0,65535,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,76.5,0,2,2,147,153
172.20.48.101,151.101.157.91,58490,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:13,6151.437759399414,48769.08646951668,650.2544862602225,325.12724313011125,325.12724313011125,2,2,147,153,93.0,54.0,73.5,19.5,93.0,60.0,76.5,16.5,93,54,75.0,18.12456896039186,328.5,40,40,20,1,2050.479253133138,5370.378494262695,172.8534698486328,2354.2417236774763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,75.0,64453,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,76.5,0,2,2,147,153
172.20.48.101,34.160.144.191,49084,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:13,5803.823471069336,54102.265784825206,689.200838023251,344.6004190116255,344.6004190116255,2,2,154,160,100.0,54.0,77.0,23.0,100.0,60.0,80.0,20.0,100,54,78.5,21.6043977004683,466.75,40,40,20,1,1934.6078236897786,5204.677581787109,65.80352783203125,2320.153056352434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,78.5,65535,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,80.0,0,2,2,154,160
172.20.48.101,34.110.146.185,33252,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:14,6827.354431152344,43940.885598547284,585.8784746472971,292.93923732364857,292.93923732364857,2,2,147,153,93.0,54.0,73.5,19.5,93.0,60.0,76.5,16.5,93,54,75.0,18.12456896039186,328.5,40,40,20,1,2275.7848103841147,5815.744400024414,112.05673217773438,2523.6908332683884,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,75.0,65535,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,76.5,0,2,2,147,153
172.20.48.101,172.67.190.120,51886,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:14,39762.73536682129,7544.752573796147,100.59670098394862,50.29835049197431,50.29835049197431,2,2,147,153,93.0,54.0,73.5,19.5,93.0,60.0,76.5,16.5,93,54,75.0,18.12456896039186,328.5,40,40,20,1,13254.245122273764,39103.26957702637,131.6070556640625,18278.736331139353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,75.0,65535,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,76.5,0,2,2,147,153
172.20.48.101,18.239.149.171,47348,443,00:0c:29:e7:5c:b2,00:50:56:fd:a8:68,6,2026-01-28 18:58:18,28666.73469543457,10465.091444397316,139.5345525919642,69.7672762959821,69.7672762959821,2,2,147,153,93.0,54.0,73.5,19.5,93.0,60.0,76.5,16.5,93,54,75.0,18.12456896039186,328.5,40,40,20,1,9555.578231811523,27557.1346282959,112.5335693359375,12734.143712796742,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,75.0,65535,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,76.5,0,2,2,147,153
