Timestamp,Variance,ack_flag_number,psh_flag_number,rst_count,Header_Length,Magnitue,TCP,UDP,Max
2026-02-23 18:20:29,9.08727272727273,49,0,49,20.0,60.47174502953788,1,0,60
2026-02-23 18:20:29,6.996363636363635,74,0,74,20.0,59.05653677758396,1,0,60
2026-02-23 18:20:29,8.567272727272726,62,0,62,20.0,59.73583673852184,1,0,60
2026-02-23 18:20:29,9.000000000000002,55,0,55,20.0,60.13209504906892,1,0,60
2026-02-23 18:20:30,8.727272727272727,60,0,60,20.0,59.84905339867816,1,0,60
2026-02-23 18:20:30,8.567272727272726,62,0,62,20.0,59.73583673852184,1,0,60
2026-02-23 18:20:30,9.076363636363633,48,0,48,20.0,60.528353359616034,1,0,60
2026-02-23 18:20:31,8.476363636363637,37,0,37,20.0,61.151044990475754,1,0,60
2026-02-23 18:20:31,9.08727272727273,51,0,51,20.0,60.35852836938158,1,0,60
2026-02-23 18:20:31,7.6363636363636385,70,0,70,20.0,59.282970097896595,1,0,60
2026-02-23 18:20:31,9.032727272727271,54,0,54,20.0,60.18870337914709,1,0,60
2026-02-23 18:20:32,8.912727272727272,43,0,43,20.0,60.81139501000682,1,0,60
2026-02-23 18:20:32,9.090909090909092,50,0,50,20.0,60.41513669945974,1,0,60
2026-02-23 18:20:32,9.076363636363633,48,0,48,20.0,60.52835335961604,1,0,60
2026-02-23 18:20:32,8.039999999999997,67,0,67,20.0,59.452795088131055,1,0,60
2026-02-23 18:20:32,9.076363636363634,48,0,48,20.0,60.52835335961604,1,0,60
2026-02-23 18:20:32,8.912727272727272,43,0,43,20.0,60.81139501000682,1,0,60
2026-02-23 18:20:33,9.076363636363634,52,0,52,20.0,60.30192003930341,1,0,60
2026-02-23 18:20:33,7.912727272727274,68,0,68,20.0,59.3961867580529,1,0,60
2026-02-23 18:20:33,8.796363636363639,59,0,59,20.0,59.90566172875632,1,0,60
2026-02-23 18:20:33,8.37818181818182,64,0,64,20.0,59.62262007836551,1,0,60
2026-02-23 18:20:34,9.058181818181815,53,0,53,20.0,60.24531170922524,1,0,60
2026-02-23 18:20:34,8.272727272727272,65,0,65,20.0,59.56601174828738,1,0,60
2026-02-23 18:20:34,6.440000000000002,77,0,77,20.0,58.8867117873495,1,0,60
2026-02-23 18:20:34,7.778181818181817,69,0,69,20.0,59.339578427974736,1,0,60
2026-02-23 18:20:35,8.796363636363639,41,0,41,20.0,60.92461167016314,1,0,60
2026-02-23 18:20:35,8.79636363636364,41,0,41,20.0,60.92461167016314,1,0,60
2026-02-23 18:20:35,8.272727272727273,65,0,65,20.0,59.56601174828738,1,0,60
2026-02-23 18:20:35,8.476363636363637,63,0,63,20.0,59.6792284084437,1,0,60
2026-02-23 18:20:36,7.330909090909093,72,0,72,20.0,59.16975343774026,1,0,60
2026-02-23 18:20:36,8.959999999999997,56,0,56,20.0,60.07548671899078,1,0,60
2026-02-23 18:20:36,9.08727272727273,49,0,49,20.0,60.47174502953788,1,0,60
2026-02-23 18:20:36,8.159999999999998,66,0,66,20.0,59.50940341820921,1,0,60
2026-02-23 18:20:36,8.959999999999997,44,0,44,20.0,60.754786679928664,1,0,60
2026-02-23 18:20:37,8.476363636363637,63,0,63,20.0,59.67922840844368,1,0,60
2026-02-23 18:20:37,8.858181818181821,42,0,42,20.0,60.86800334008497,1,0,60
2026-02-23 18:20:37,8.272727272727273,35,0,35,20.0,61.26426165063207,1,0,60
2026-02-23 18:20:38,9.090909090909092,50,0,50,20.0,60.41513669945974,1,0,60
2026-02-23 18:20:38,9.0,55,0,55,20.0,60.13209504906896,1,0,60
2026-02-23 18:20:38,9.076363636363633,48,0,48,20.0,60.52835335961604,1,0,60
2026-02-23 18:20:38,8.37818181818182,64,0,64,20.0,59.622620078365536,1,0,60
2026-02-23 18:20:38,6.632727272727271,76,0,76,20.0,58.94332011742764,1,0,60
2026-02-23 18:20:38,8.959999999999997,56,0,56,20.0,60.07548671899079,1,0,60
